STATION,route_id,hour,crowd
36 AV,W,23,0.0
36 ST,E,0,1.0
36 ST,E,1,1.0
36 ST,E,2,18.0
36 ST,E,3,127.0
36 ST,E,4,41.0
36 ST,E,5,74.0
36 ST,E,6,90.0
36 ST,E,7,106.0
36 ST,E,8,123.0
36 ST,E,9,139.0
36 ST,E,10,0.0
36 ST,E,11,0.0
36 ST,E,12,0.0
36 ST,E,13,0.0
36 ST,E,14,0.0
36 ST,E,15,0.0
36 ST,E,16,0.0
36 ST,E,17,0.0
36 ST,E,18,0.0
36 ST,E,19,0.0
36 ST,E,20,0.0
36 ST,E,21,0.0
36 ST,E,22,0.0
36 ST,E,23,0.0
36 ST,F,0,0.0
36 ST,F,1,0.0
36 ST,F,2,0.0
36 ST,F,3,0.0
36 ST,F,4,0.0
36 ST,F,5,0.0
36 ST,F,6,0.0
36 ST,F,7,0.0
36 ST,F,8,0.0
36 ST,F,9,0.0
36 ST,F,10,0.0
36 ST,F,11,0.0
36 ST,F,12,0.0
36 ST,F,13,0.0
36 ST,F,14,0.0
36 ST,F,15,0.0
36 ST,F,16,0.0
36 ST,F,17,0.0
36 ST,F,18,0.0
36 ST,F,19,0.0
36 ST,F,20,0.0
36 ST,F,21,0.0
36 ST,F,22,0.0
36 ST,F,23,0.0
36 ST,M,0,0.0
36 ST,M,1,0.0
36 ST,M,2,0.0
36 ST,M,3,0.0
36 ST,M,4,0.0
36 ST,M,5,0.0
36 ST,M,6,0.0
36 ST,M,7,0.0
36 ST,M,8,0.0
36 ST,M,9,0.0
36 ST,M,10,0.0
36 ST,M,11,0.0
36 ST,M,12,0.0
36 ST,M,13,0.0
36 ST,M,14,0.0
36 ST,M,15,0.0
36 ST,M,16,0.0
36 ST,M,17,0.0
36 ST,M,18,0.0
36 ST,M,19,0.0
36 ST,M,20,0.0
36 ST,M,21,0.0
36 ST,M,22,0.0
36 ST,M,23,0.0
36 ST,R,0,0.0
36 ST,R,1,0.0
36 ST,R,2,0.0
36 ST,R,3,0.0
36 ST,R,4,0.0
36 ST,R,5,0.0
36 ST,R,6,0.0
36 ST,R,7,0.0
36 ST,R,8,0.0
36 ST,R,9,0.0
36 ST,R,10,0.0
36 ST,R,11,0.0
36 ST,R,12,0.0
36 ST,R,13,0.0
36 ST,R,14,0.0
36 ST,R,15,0.0
36 ST,R,16,0.0
36 ST,R,17,0.0
36 ST,R,18,0.0
36 ST,R,19,0.0
36 ST,R,20,0.0
36 ST,R,21,0.0
36 ST,R,22,0.0
36 ST,R,23,0.0
39 AV,N,0,0.0
39 AV,N,1,0.0
39 AV,N,2,0.0
39 AV,N,3,2.0
39 AV,N,4,3.0
39 AV,N,5,0.0
39 AV,N,6,17.0
39 AV,N,7,34.0
39 AV,N,8,52.0
39 AV,N,9,69.0
39 AV,N,10,17.0
39 AV,N,11,13.0
39 AV,N,12,7.0
39 AV,N,13,6.0
39 AV,N,14,23.0
39 AV,N,15,11.0
39 AV,N,16,6.0
39 AV,N,17,7.0
39 AV,N,18,6.0
39 AV,N,19,5.0
39 AV,N,20,2.0
39 AV,N,21,2.0
39 AV,N,22,2.0
39 AV,N,23,1.0
39 AV,W,0,0.0
39 AV,W,1,0.0
39 AV,W,2,0.0
39 AV,W,3,6.0
39 AV,W,4,11.0
39 AV,W,5,17.0
39 AV,W,6,22.0
39 AV,W,7,28.0
39 AV,W,8,34.0
39 AV,W,9,39.0
39 AV,W,10,45.0
39 AV,W,11,41.0
39 AV,W,12,10.0
39 AV,W,13,7.0
39 AV,W,14,10.0
39 AV,W,15,10.0
39 AV,W,16,10.0
39 AV,W,17,7.0
39 AV,W,18,8.0
39 AV,W,19,4.0
39 AV,W,20,2.0
39 AV,W,21,2.0
39 AV,W,22,2.0
39 AV,W,23,1.0
4 AV-9 ST,D,0,0.0
4 AV-9 ST,D,1,0.0
4 AV-9 ST,D,2,0.0
4 AV-9 ST,D,3,0.0
4 AV-9 ST,D,4,0.0
4 AV-9 ST,D,5,0.0
4 AV-9 ST,D,6,0.0
4 AV-9 ST,D,7,0.0
4 AV-9 ST,D,8,0.0
4 AV-9 ST,D,9,0.0
4 AV-9 ST,D,10,0.0
4 AV-9 ST,D,11,0.0
4 AV-9 ST,D,12,0.0
4 AV-9 ST,D,13,0.0
4 AV-9 ST,D,14,0.0
4 AV-9 ST,D,15,0.0
4 AV-9 ST,D,16,0.0
4 AV-9 ST,D,17,0.0
4 AV-9 ST,D,18,0.0
4 AV-9 ST,D,19,0.0
4 AV-9 ST,D,20,0.0
4 AV-9 ST,D,21,0.0
4 AV-9 ST,D,22,0.0
4 AV-9 ST,D,23,0.0
4 AV-9 ST,F,0,0.0
4 AV-9 ST,F,1,0.0
4 AV-9 ST,F,2,0.0
4 AV-9 ST,F,3,0.0
4 AV-9 ST,F,4,0.0
4 AV-9 ST,F,5,0.0
4 AV-9 ST,F,6,0.0
4 AV-9 ST,F,7,0.0
4 AV-9 ST,F,8,0.0
4 AV-9 ST,F,9,0.0
4 AV-9 ST,F,10,0.0
4 AV-9 ST,F,11,0.0
4 AV-9 ST,F,12,0.0
4 AV-9 ST,F,13,0.0
4 AV-9 ST,F,14,0.0
4 AV-9 ST,F,15,0.0
4 AV-9 ST,F,16,0.0
4 AV-9 ST,F,17,0.0
4 AV-9 ST,F,18,0.0
4 AV-9 ST,F,19,0.0
4 AV-9 ST,F,20,0.0
4 AV-9 ST,F,21,0.0
4 AV-9 ST,F,22,0.0
4 AV-9 ST,F,23,0.0
4 AV-9 ST,G,0,0.0
4 AV-9 ST,G,1,0.0
4 AV-9 ST,G,2,0.0
4 AV-9 ST,G,3,0.0
4 AV-9 ST,G,4,0.0
4 AV-9 ST,G,5,0.0
4 AV-9 ST,G,6,0.0
4 AV-9 ST,G,7,0.0
4 AV-9 ST,G,8,0.0
4 AV-9 ST,G,9,0.0
4 AV-9 ST,G,10,0.0
4 AV-9 ST,G,11,0.0
4 AV-9 ST,G,12,0.0
4 AV-9 ST,G,13,0.0
4 AV-9 ST,G,14,0.0
4 AV-9 ST,G,15,0.0
4 AV-9 ST,G,16,0.0
4 AV-9 ST,G,17,0.0
4 AV-9 ST,G,18,0.0
4 AV-9 ST,G,19,0.0
4 AV-9 ST,G,20,0.0
4 AV-9 ST,G,21,0.0
4 AV-9 ST,G,22,0.0
4 AV-9 ST,G,23,0.0
40 ST LOWERY ST,7,0,1.0
40 ST LOWERY ST,7,1,1.0
40 ST LOWERY ST,7,2,3.0
40 ST LOWERY ST,7,3,59.0
40 ST LOWERY ST,7,4,164.0
40 ST LOWERY ST,7,5,145.0
40 ST LOWERY ST,7,6,186.0
40 ST LOWERY ST,7,7,226.0
40 ST LOWERY ST,7,8,267.0
40 ST LOWERY ST,7,9,308.0
40 ST LOWERY ST,7,10,61.0
40 ST LOWERY ST,7,11,34.0
40 ST LOWERY ST,7,12,28.0
40 ST LOWERY ST,7,13,33.0
40 ST LOWERY ST,7,14,49.0
40 ST LOWERY ST,7,15,30.0
40 ST LOWERY ST,7,16,31.0
40 ST LOWERY ST,7,17,28.0
40 ST LOWERY ST,7,18,38.0
40 ST LOWERY ST,7,19,27.0
40 ST LOWERY ST,7,20,14.0
40 ST LOWERY ST,7,21,6.0
40 ST LOWERY ST,7,22,4.0
40 ST LOWERY ST,7,23,2.0
42 ST-BRYANT PK,B,0,20.0
42 ST-BRYANT PK,B,1,9.0
42 ST-BRYANT PK,B,2,35.0
42 ST-BRYANT PK,B,3,62.0
42 ST-BRYANT PK,B,4,88.0
42 ST-BRYANT PK,B,5,114.0
42 ST-BRYANT PK,B,6,141.0
42 ST-BRYANT PK,B,7,167.0
42 ST-BRYANT PK,B,8,193.0
42 ST-BRYANT PK,B,9,220.0
42 ST-BRYANT PK,B,10,246.0
42 ST-BRYANT PK,B,11,88.0
42 ST-BRYANT PK,B,12,70.0
42 ST-BRYANT PK,B,13,87.0
42 ST-BRYANT PK,B,14,121.0
42 ST-BRYANT PK,B,15,246.0
42 ST-BRYANT PK,B,16,260.0
42 ST-BRYANT PK,B,17,263.0
42 ST-BRYANT PK,B,18,379.0
42 ST-BRYANT PK,B,19,248.0
42 ST-BRYANT PK,B,20,252.0
42 ST-BRYANT PK,B,21,72.0
42 ST-BRYANT PK,B,22,53.0
42 ST-BRYANT PK,B,23,26.0
42 ST-BRYANT PK,D,0,4.0
42 ST-BRYANT PK,D,1,1.0
42 ST-BRYANT PK,D,2,1.0
42 ST-BRYANT PK,D,3,1.0
42 ST-BRYANT PK,D,4,2.0
42 ST-BRYANT PK,D,5,0.0
42 ST-BRYANT PK,D,6,25.0
42 ST-BRYANT PK,D,7,50.0
42 ST-BRYANT PK,D,8,74.0
42 ST-BRYANT PK,D,9,99.0
42 ST-BRYANT PK,D,10,27.0
42 ST-BRYANT PK,D,11,10.0
42 ST-BRYANT PK,D,12,12.0
42 ST-BRYANT PK,D,13,19.0
42 ST-BRYANT PK,D,14,22.0
42 ST-BRYANT PK,D,15,51.0
42 ST-BRYANT PK,D,16,47.0
42 ST-BRYANT PK,D,17,65.0
42 ST-BRYANT PK,D,18,19.0
42 ST-BRYANT PK,D,19,42.0
42 ST-BRYANT PK,D,20,24.0
42 ST-BRYANT PK,D,21,17.0
42 ST-BRYANT PK,D,22,6.0
42 ST-BRYANT PK,D,23,3.0
42 ST-BRYANT PK,F,0,0.0
42 ST-BRYANT PK,F,1,0.0
42 ST-BRYANT PK,F,2,0.0
42 ST-BRYANT PK,F,3,0.0
42 ST-BRYANT PK,F,4,0.0
42 ST-BRYANT PK,F,5,0.0
42 ST-BRYANT PK,F,6,0.0
42 ST-BRYANT PK,F,7,0.0
42 ST-BRYANT PK,F,8,0.0
42 ST-BRYANT PK,F,9,0.0
42 ST-BRYANT PK,F,10,0.0
42 ST-BRYANT PK,F,11,0.0
42 ST-BRYANT PK,F,12,0.0
42 ST-BRYANT PK,F,13,0.0
42 ST-BRYANT PK,F,14,0.0
42 ST-BRYANT PK,F,15,0.0
42 ST-BRYANT PK,F,16,0.0
42 ST-BRYANT PK,F,17,0.0
42 ST-BRYANT PK,F,18,0.0
42 ST-BRYANT PK,F,19,0.0
42 ST-BRYANT PK,F,20,0.0
42 ST-BRYANT PK,F,21,0.0
42 ST-BRYANT PK,F,22,0.0
42 ST-BRYANT PK,F,23,0.0
42 ST-BRYANT PK,M,0,0.0
42 ST-BRYANT PK,M,1,0.0
42 ST-BRYANT PK,M,2,0.0
42 ST-BRYANT PK,M,3,0.0
42 ST-BRYANT PK,M,4,0.0
42 ST-BRYANT PK,M,5,0.0
42 ST-BRYANT PK,M,6,0.0
42 ST-BRYANT PK,M,7,0.0
42 ST-BRYANT PK,M,8,0.0
42 ST-BRYANT PK,M,9,0.0
42 ST-BRYANT PK,M,10,0.0
42 ST-BRYANT PK,M,11,0.0
42 ST-BRYANT PK,M,12,0.0
42 ST-BRYANT PK,M,13,0.0
42 ST-BRYANT PK,M,14,0.0
42 ST-BRYANT PK,M,15,0.0
42 ST-BRYANT PK,M,16,0.0
42 ST-BRYANT PK,M,17,0.0
42 ST-BRYANT PK,M,18,0.0
42 ST-BRYANT PK,M,19,0.0
42 ST-BRYANT PK,M,20,0.0
42 ST-BRYANT PK,M,21,0.0
42 ST-BRYANT PK,M,22,0.0
42 ST-BRYANT PK,M,23,0.0
42 ST-BRYANT PK,N,0,0.0
42 ST-BRYANT PK,N,1,0.0
42 ST-BRYANT PK,N,2,0.0
42 ST-BRYANT PK,N,3,0.0
42 ST-BRYANT PK,N,4,0.0
42 ST-BRYANT PK,N,5,0.0
42 ST-BRYANT PK,N,6,0.0
42 ST-BRYANT PK,N,7,0.0
42 ST-BRYANT PK,N,8,0.0
42 ST-BRYANT PK,N,9,0.0
42 ST-BRYANT PK,N,10,0.0
42 ST-BRYANT PK,N,11,0.0
42 ST-BRYANT PK,N,12,0.0
42 ST-BRYANT PK,N,13,0.0
42 ST-BRYANT PK,N,14,0.0
42 ST-BRYANT PK,N,15,0.0
42 ST-BRYANT PK,N,16,0.0
42 ST-BRYANT PK,N,17,0.0
42 ST-BRYANT PK,N,18,0.0
42 ST-BRYANT PK,N,19,0.0
42 ST-BRYANT PK,N,20,0.0
42 ST-BRYANT PK,N,21,0.0
42 ST-BRYANT PK,N,22,0.0
42 ST-BRYANT PK,N,23,0.0
42 ST-BRYANT PK,Q,0,0.0
42 ST-BRYANT PK,Q,1,0.0
42 ST-BRYANT PK,Q,2,0.0
42 ST-BRYANT PK,Q,3,0.0
42 ST-BRYANT PK,Q,4,0.0
42 ST-BRYANT PK,Q,5,0.0
42 ST-BRYANT PK,Q,6,0.0
42 ST-BRYANT PK,Q,7,0.0
42 ST-BRYANT PK,Q,8,0.0
42 ST-BRYANT PK,Q,9,0.0
42 ST-BRYANT PK,Q,10,0.0
42 ST-BRYANT PK,Q,11,0.0
42 ST-BRYANT PK,Q,12,0.0
42 ST-BRYANT PK,Q,13,0.0
42 ST-BRYANT PK,Q,14,0.0
42 ST-BRYANT PK,Q,15,0.0
42 ST-BRYANT PK,Q,16,0.0
42 ST-BRYANT PK,Q,17,0.0
42 ST-BRYANT PK,Q,18,0.0
42 ST-BRYANT PK,Q,19,0.0
42 ST-BRYANT PK,Q,20,0.0
42 ST-BRYANT PK,Q,21,0.0
42 ST-BRYANT PK,Q,22,0.0
42 ST-BRYANT PK,Q,23,0.0
42 ST-BRYANT PK,R,0,0.0
42 ST-BRYANT PK,R,1,0.0
42 ST-BRYANT PK,R,2,0.0
42 ST-BRYANT PK,R,3,0.0
42 ST-BRYANT PK,R,4,0.0
42 ST-BRYANT PK,R,5,0.0
42 ST-BRYANT PK,R,6,0.0
42 ST-BRYANT PK,R,7,0.0
42 ST-BRYANT PK,R,8,0.0
42 ST-BRYANT PK,R,9,0.0
42 ST-BRYANT PK,R,10,0.0
42 ST-BRYANT PK,R,11,0.0
42 ST-BRYANT PK,R,12,0.0
42 ST-BRYANT PK,R,13,0.0
42 ST-BRYANT PK,R,14,0.0
42 ST-BRYANT PK,R,15,0.0
42 ST-BRYANT PK,R,16,0.0
42 ST-BRYANT PK,R,17,0.0
42 ST-BRYANT PK,R,18,0.0
42 ST-BRYANT PK,R,19,0.0
42 ST-BRYANT PK,R,20,0.0
42 ST-BRYANT PK,R,21,0.0
42 ST-BRYANT PK,R,22,0.0
42 ST-BRYANT PK,R,23,0.0
42 ST-PORT AUTH,A,0,3.0
42 ST-PORT AUTH,A,1,1.0
42 ST-PORT AUTH,A,2,50.0
42 ST-PORT AUTH,A,3,88.0
42 ST-PORT AUTH,A,4,3.0
42 ST-PORT AUTH,A,5,4.0
42 ST-PORT AUTH,A,6,38.0
42 ST-PORT AUTH,A,7,72.0
42 ST-PORT AUTH,A,8,107.0
42 ST-PORT AUTH,A,9,141.0
42 ST-PORT AUTH,A,10,19.0
42 ST-PORT AUTH,A,11,15.0
42 ST-PORT AUTH,A,12,14.0
42 ST-PORT AUTH,A,13,20.0
42 ST-PORT AUTH,A,14,25.0
42 ST-PORT AUTH,A,15,29.0
42 ST-PORT AUTH,A,16,32.0
42 ST-PORT AUTH,A,17,33.0
42 ST-PORT AUTH,A,18,24.0
42 ST-PORT AUTH,A,19,12.0
42 ST-PORT AUTH,A,20,11.0
42 ST-PORT AUTH,A,21,6.0
42 ST-PORT AUTH,A,22,5.0
42 ST-PORT AUTH,A,23,3.0
42 ST-PORT AUTH,B,0,0.0
42 ST-PORT AUTH,B,1,0.0
42 ST-PORT AUTH,B,2,0.0
42 ST-PORT AUTH,B,3,0.0
42 ST-PORT AUTH,B,4,0.0
42 ST-PORT AUTH,B,5,0.0
42 ST-PORT AUTH,B,6,0.0
42 ST-PORT AUTH,B,7,0.0
42 ST-PORT AUTH,B,8,0.0
42 ST-PORT AUTH,B,9,0.0
42 ST-PORT AUTH,B,10,0.0
42 ST-PORT AUTH,B,11,0.0
42 ST-PORT AUTH,B,12,0.0
42 ST-PORT AUTH,B,13,0.0
42 ST-PORT AUTH,B,14,0.0
42 ST-PORT AUTH,B,15,0.0
42 ST-PORT AUTH,B,16,0.0
42 ST-PORT AUTH,B,17,0.0
42 ST-PORT AUTH,B,18,0.0
42 ST-PORT AUTH,B,19,0.0
42 ST-PORT AUTH,B,20,0.0
42 ST-PORT AUTH,B,21,0.0
42 ST-PORT AUTH,B,22,0.0
42 ST-PORT AUTH,B,23,0.0
42 ST-PORT AUTH,C,0,0.0
42 ST-PORT AUTH,C,1,0.0
42 ST-PORT AUTH,C,2,0.0
42 ST-PORT AUTH,C,3,0.0
42 ST-PORT AUTH,C,4,0.0
42 ST-PORT AUTH,C,5,0.0
42 ST-PORT AUTH,C,6,0.0
42 ST-PORT AUTH,C,7,0.0
42 ST-PORT AUTH,C,8,0.0
42 ST-PORT AUTH,C,9,0.0
42 ST-PORT AUTH,C,10,0.0
42 ST-PORT AUTH,C,11,0.0
42 ST-PORT AUTH,C,12,0.0
42 ST-PORT AUTH,C,13,0.0
42 ST-PORT AUTH,C,14,0.0
42 ST-PORT AUTH,C,15,0.0
42 ST-PORT AUTH,C,16,0.0
42 ST-PORT AUTH,C,17,0.0
42 ST-PORT AUTH,C,18,0.0
42 ST-PORT AUTH,C,19,0.0
42 ST-PORT AUTH,C,20,0.0
42 ST-PORT AUTH,C,21,0.0
42 ST-PORT AUTH,C,22,0.0
42 ST-PORT AUTH,C,23,0.0
42 ST-PORT AUTH,E,0,0.0
42 ST-PORT AUTH,E,1,0.0
42 ST-PORT AUTH,E,2,0.0
42 ST-PORT AUTH,E,3,0.0
42 ST-PORT AUTH,E,4,0.0
42 ST-PORT AUTH,E,5,0.0
42 ST-PORT AUTH,E,6,0.0
42 ST-PORT AUTH,E,7,0.0
42 ST-PORT AUTH,E,8,0.0
42 ST-PORT AUTH,E,9,0.0
42 ST-PORT AUTH,E,10,0.0
42 ST-PORT AUTH,E,11,0.0
42 ST-PORT AUTH,E,12,0.0
42 ST-PORT AUTH,E,13,0.0
42 ST-PORT AUTH,E,14,0.0
42 ST-PORT AUTH,E,15,0.0
42 ST-PORT AUTH,E,16,0.0
42 ST-PORT AUTH,E,17,0.0
42 ST-PORT AUTH,E,18,0.0
42 ST-PORT AUTH,E,19,0.0
42 ST-PORT AUTH,E,20,0.0
42 ST-PORT AUTH,E,21,0.0
42 ST-PORT AUTH,E,22,0.0
42 ST-PORT AUTH,E,23,0.0
42 ST-PORT AUTH,M,0,0.0
42 ST-PORT AUTH,M,1,0.0
42 ST-PORT AUTH,M,2,0.0
42 ST-PORT AUTH,M,3,0.0
42 ST-PORT AUTH,M,4,0.0
42 ST-PORT AUTH,M,5,0.0
42 ST-PORT AUTH,M,6,0.0
42 ST-PORT AUTH,M,7,0.0
42 ST-PORT AUTH,M,8,0.0
42 ST-PORT AUTH,M,9,0.0
42 ST-PORT AUTH,M,10,0.0
42 ST-PORT AUTH,M,11,0.0
42 ST-PORT AUTH,M,12,0.0
42 ST-PORT AUTH,M,13,0.0
42 ST-PORT AUTH,M,14,0.0
42 ST-PORT AUTH,M,15,0.0
42 ST-PORT AUTH,M,16,0.0
42 ST-PORT AUTH,M,17,0.0
42 ST-PORT AUTH,M,18,0.0
42 ST-PORT AUTH,M,19,0.0
42 ST-PORT AUTH,M,20,0.0
42 ST-PORT AUTH,M,21,0.0
42 ST-PORT AUTH,M,22,0.0
42 ST-PORT AUTH,M,23,0.0
45 ST,D,0,0.0
45 ST,D,1,0.0
45 ST,D,2,0.0
45 ST,D,3,0.0
45 ST,D,4,0.0
45 ST,D,5,0.0
45 ST,D,6,0.0
45 ST,D,7,0.0
45 ST,D,8,0.0
45 ST,D,9,0.0
45 ST,D,10,0.0
45 ST,D,11,0.0
45 ST,D,12,0.0
45 ST,D,13,0.0
45 ST,D,14,0.0
45 ST,D,15,0.0
45 ST,D,16,0.0
45 ST,D,17,0.0
45 ST,D,18,0.0
45 ST,D,19,0.0
45 ST,D,20,0.0
45 ST,D,21,0.0
45 ST,D,22,0.0
45 ST,D,23,0.0
45 ST,N,0,0.0
45 ST,N,1,0.0
45 ST,N,2,0.0
45 ST,N,3,0.0
45 ST,N,4,0.0
45 ST,N,5,0.0
45 ST,N,6,0.0
45 ST,N,7,0.0
45 ST,N,8,0.0
45 ST,N,9,0.0
45 ST,N,10,0.0
45 ST,N,11,0.0
45 ST,N,12,0.0
45 ST,N,13,0.0
45 ST,N,14,0.0
45 ST,N,15,0.0
45 ST,N,16,0.0
45 ST,N,17,0.0
45 ST,N,18,0.0
45 ST,N,19,0.0
45 ST,N,20,0.0
45 ST,N,21,0.0
45 ST,N,22,0.0
45 ST,N,23,0.0
45 ST,R,0,0.0
45 ST,R,1,0.0
45 ST,R,2,0.0
45 ST,R,3,0.0
45 ST,R,4,0.0
45 ST,R,5,0.0
45 ST,R,6,0.0
45 ST,R,7,0.0
45 ST,R,8,0.0
45 ST,R,9,0.0
45 ST,R,10,0.0
45 ST,R,11,0.0
45 ST,R,12,0.0
45 ST,R,13,0.0
45 ST,R,14,0.0
45 ST,R,15,0.0
45 ST,R,16,0.0
45 ST,R,17,0.0
45 ST,R,18,0.0
45 ST,R,19,0.0
45 ST,R,20,0.0
45 ST,R,21,0.0
45 ST,R,22,0.0
45 ST,R,23,0.0
45 ST,W,0,0.0
45 ST,W,1,0.0
45 ST,W,2,0.0
45 ST,W,3,0.0
45 ST,W,4,0.0
45 ST,W,5,0.0
45 ST,W,6,0.0
45 ST,W,7,0.0
45 ST,W,8,0.0
45 ST,W,9,0.0
45 ST,W,10,0.0
45 ST,W,11,0.0
45 ST,W,12,0.0
45 ST,W,13,0.0
45 ST,W,14,0.0
45 ST,W,15,0.0
45 ST,W,16,0.0
45 ST,W,17,0.0
45 ST,W,18,0.0
45 ST,W,19,0.0
45 ST,W,20,0.0
45 ST,W,21,0.0
45 ST,W,22,0.0
45 ST,W,23,0.0
46 ST,E,0,1.0
46 ST,E,1,2.0
46 ST,E,2,19.0
46 ST,E,3,111.0
46 ST,E,4,36.0
46 ST,E,5,62.0
46 ST,E,6,41.0
46 ST,E,7,21.0
46 ST,E,8,0.0
46 ST,E,9,141.0
46 ST,E,10,0.0
46 ST,E,11,0.0
46 ST,E,12,0.0
46 ST,E,13,0.0
46 ST,E,14,0.0
46 ST,E,15,0.0
46 ST,E,16,0.0
46 ST,E,17,0.0
46 ST,E,18,0.0
46 ST,E,19,0.0
46 ST,E,20,0.0
46 ST,E,21,0.0
46 ST,E,22,0.0
46 ST,E,23,0.0
46 ST,F,0,0.0
46 ST,F,1,0.0
46 ST,F,2,0.0
46 ST,F,3,0.0
46 ST,F,4,0.0
46 ST,F,5,0.0
46 ST,F,6,0.0
46 ST,F,7,0.0
46 ST,F,8,0.0
46 ST,F,9,0.0
46 ST,F,10,0.0
46 ST,F,11,0.0
46 ST,F,12,0.0
46 ST,F,13,0.0
46 ST,F,14,0.0
46 ST,F,15,0.0
46 ST,F,16,0.0
46 ST,F,17,0.0
46 ST,F,18,0.0
46 ST,F,19,0.0
46 ST,F,20,0.0
46 ST,F,21,0.0
46 ST,F,22,0.0
46 ST,F,23,0.0
46 ST,M,0,0.0
46 ST,M,1,0.0
46 ST,M,2,0.0
46 ST,M,3,0.0
46 ST,M,4,0.0
46 ST,M,5,0.0
46 ST,M,6,0.0
46 ST,M,7,0.0
46 ST,M,8,0.0
46 ST,M,9,0.0
46 ST,M,10,0.0
46 ST,M,11,0.0
46 ST,M,12,0.0
46 ST,M,13,0.0
46 ST,M,14,0.0
46 ST,M,15,0.0
46 ST,M,16,0.0
46 ST,M,17,0.0
46 ST,M,18,0.0
46 ST,M,19,0.0
46 ST,M,20,0.0
46 ST,M,21,0.0
46 ST,M,22,0.0
46 ST,M,23,0.0
46 ST,R,0,0.0
46 ST,R,1,0.0
46 ST,R,2,0.0
46 ST,R,3,0.0
46 ST,R,4,0.0
46 ST,R,5,0.0
46 ST,R,6,0.0
46 ST,R,7,0.0
46 ST,R,8,0.0
46 ST,R,9,0.0
46 ST,R,10,0.0
46 ST,R,11,0.0
46 ST,R,12,0.0
46 ST,R,13,0.0
46 ST,R,14,0.0
46 ST,R,15,0.0
46 ST,R,16,0.0
46 ST,R,17,0.0
46 ST,R,18,0.0
46 ST,R,19,0.0
46 ST,R,20,0.0
46 ST,R,21,0.0
46 ST,R,22,0.0
46 ST,R,23,0.0
46 ST BLISS ST,7,0,122.0
46 ST BLISS ST,7,1,122.0
46 ST BLISS ST,7,2,122.0
46 ST BLISS ST,7,3,178.0
46 ST BLISS ST,7,4,157.0
46 ST BLISS ST,7,5,136.0
46 ST BLISS ST,7,6,115.0
46 ST BLISS ST,7,7,95.0
46 ST BLISS ST,7,8,74.0
46 ST BLISS ST,7,9,53.0
46 ST BLISS ST,7,10,32.0
46 ST BLISS ST,7,11,43.0
46 ST BLISS ST,7,12,168.0
46 ST BLISS ST,7,13,293.0
46 ST BLISS ST,7,14,202.0
46 ST BLISS ST,7,15,111.0
46 ST BLISS ST,7,16,90.0
46 ST BLISS ST,7,17,69.0
46 ST BLISS ST,7,18,48.0
46 ST BLISS ST,7,19,27.0
46 ST BLISS ST,7,20,6.0
46 ST BLISS ST,7,21,102.0
46 ST BLISS ST,7,22,199.0
46 ST BLISS ST,7,23,27.0
47-50 STS ROCK,B,0,18.0
47-50 STS ROCK,B,1,9.0
47-50 STS ROCK,B,2,10.0
47-50 STS ROCK,B,3,10.0
47-50 STS ROCK,B,4,10.0
47-50 STS ROCK,B,5,11.0
47-50 STS ROCK,B,6,12.0
47-50 STS ROCK,B,7,12.0
47-50 STS ROCK,B,8,12.0
47-50 STS ROCK,B,9,13.0
47-50 STS ROCK,B,10,246.0
47-50 STS ROCK,B,11,86.0
47-50 STS ROCK,B,12,67.0
47-50 STS ROCK,B,13,92.0
47-50 STS ROCK,B,14,127.0
47-50 STS ROCK,B,15,262.0
47-50 STS ROCK,B,16,291.0
47-50 STS ROCK,B,17,296.0
47-50 STS ROCK,B,18,415.0
47-50 STS ROCK,B,19,277.0
47-50 STS ROCK,B,20,261.0
47-50 STS ROCK,B,21,79.0
47-50 STS ROCK,B,22,51.0
47-50 STS ROCK,B,23,24.0
47-50 STS ROCK,D,0,4.0
47-50 STS ROCK,D,1,1.0
47-50 STS ROCK,D,2,1.0
47-50 STS ROCK,D,3,1.0
47-50 STS ROCK,D,4,2.0
47-50 STS ROCK,D,5,0.0
47-50 STS ROCK,D,6,28.0
47-50 STS ROCK,D,7,56.0
47-50 STS ROCK,D,8,85.0
47-50 STS ROCK,D,9,113.0
47-50 STS ROCK,D,10,29.0
47-50 STS ROCK,D,11,10.0
47-50 STS ROCK,D,12,13.0
47-50 STS ROCK,D,13,18.0
47-50 STS ROCK,D,14,24.0
47-50 STS ROCK,D,15,47.0
47-50 STS ROCK,D,16,39.0
47-50 STS ROCK,D,17,60.0
47-50 STS ROCK,D,18,24.0
47-50 STS ROCK,D,19,40.0
47-50 STS ROCK,D,20,21.0
47-50 STS ROCK,D,21,15.0
47-50 STS ROCK,D,22,6.0
47-50 STS ROCK,D,23,3.0
47-50 STS ROCK,F,0,0.0
47-50 STS ROCK,F,1,0.0
47-50 STS ROCK,F,2,0.0
47-50 STS ROCK,F,3,0.0
47-50 STS ROCK,F,4,0.0
47-50 STS ROCK,F,5,0.0
47-50 STS ROCK,F,6,0.0
47-50 STS ROCK,F,7,0.0
47-50 STS ROCK,F,8,0.0
47-50 STS ROCK,F,9,0.0
47-50 STS ROCK,F,10,0.0
47-50 STS ROCK,F,11,0.0
47-50 STS ROCK,F,12,0.0
47-50 STS ROCK,F,13,0.0
47-50 STS ROCK,F,14,0.0
47-50 STS ROCK,F,15,0.0
47-50 STS ROCK,F,16,0.0
47-50 STS ROCK,F,17,0.0
47-50 STS ROCK,F,18,0.0
47-50 STS ROCK,F,19,0.0
