STATION,route_id,hour,direction_id,weekday,current_crowd,last_month_crowd,last_year_crowd
AQUEDUCT RACETR,A,21,0.0,0,12.0,0.0,196.0
AQUEDUCT RACETR,A,21,0.0,1,5.0,0.0,136.0
AQUEDUCT RACETR,A,21,1.0,0,45.0,27.0,264.0
AQUEDUCT RACETR,A,21,1.0,1,12.0,7.0,43.0
AQUEDUCT RACETR,A,22,0.0,0,8.0,1.0,195.0
AQUEDUCT RACETR,A,22,0.0,1,2.0,1.0,200.0
AQUEDUCT RACETR,A,22,1.0,0,33.0,21.0,180.0
AQUEDUCT RACETR,A,22,1.0,1,12.0,7.0,43.0
AQUEDUCT RACETR,A,23,0.0,0,0.0,0.0,204.0
AQUEDUCT RACETR,A,23,0.0,1,0.0,0.0,203.0
AQUEDUCT RACETR,A,23,1.0,0,20.0,7.0,231.0
AQUEDUCT RACETR,A,23,1.0,1,12.0,7.0,43.0
ASTOR PL,6,0,0.0,0,17.0,7.0,196.0
ASTOR PL,6,0,0.0,1,8.0,4.0,112.0
ASTOR PL,6,0,1.0,0,12.0,9.0,50.0
ASTOR PL,6,0,1.0,1,19.0,11.0,37.0
ASTOR PL,6,1,0.0,0,14.0,6.0,218.0
ASTOR PL,6,1,0.0,1,7.0,3.0,111.0
ASTOR PL,6,1,1.0,0,24.0,19.0,62.0
ASTOR PL,6,1,1.0,1,12.0,6.0,34.0
ASTOR PL,6,2,0.0,0,11.0,4.0,241.0
ASTOR PL,6,2,0.0,1,5.0,2.0,110.0
ASTOR PL,6,2,1.0,0,20.0,20.0,71.0
ASTOR PL,6,2,1.0,1,19.0,16.0,87.0
ASTOR PL,6,3,0.0,0,8.0,3.0,263.0
ASTOR PL,6,3,0.0,1,4.0,2.0,108.0
ASTOR PL,6,3,1.0,0,16.0,21.0,79.0
ASTOR PL,6,3,1.0,1,26.0,25.0,139.0
ASTOR PL,6,4,0.0,0,5.0,2.0,286.0
ASTOR PL,6,4,0.0,1,2.0,1.0,107.0
ASTOR PL,6,4,1.0,0,12.0,22.0,87.0
ASTOR PL,6,4,1.0,1,34.0,35.0,192.0
ASTOR PL,6,5,0.0,0,2.0,1.0,308.0
ASTOR PL,6,5,0.0,1,0.0,0.0,105.0
ASTOR PL,6,5,1.0,0,8.0,23.0,95.0
ASTOR PL,6,5,1.0,1,41.0,45.0,244.0
ASTOR PL,6,6,0.0,0,0.0,0.0,25.0
ASTOR PL,6,6,0.0,1,6.0,0.0,105.0
ASTOR PL,6,6,1.0,0,5.0,10.0,51.0
ASTOR PL,6,6,1.0,1,16.0,18.0,235.0
ASTOR PL,6,7,0.0,0,0.0,0.0,16.0
ASTOR PL,6,7,0.0,1,5.0,0.0,69.0
ASTOR PL,6,7,1.0,0,1.0,3.0,27.0
ASTOR PL,6,7,1.0,1,7.0,7.0,102.0
ASTOR PL,6,8,0.0,0,0.0,0.0,34.0
ASTOR PL,6,8,0.0,1,4.0,0.0,52.0
ASTOR PL,6,8,1.0,0,2.0,5.0,12.0
ASTOR PL,6,8,1.0,1,6.0,5.0,73.0
ASTOR PL,6,9,0.0,0,1.0,0.0,47.0
ASTOR PL,6,9,0.0,1,4.0,0.0,58.0
ASTOR PL,6,9,1.0,0,1.0,1.0,15.0
ASTOR PL,6,9,1.0,1,3.0,2.0,44.0
ASTOR PL,6,10,0.0,0,4.0,0.0,57.0
ASTOR PL,6,10,0.0,1,10.0,2.0,69.0
ASTOR PL,6,10,1.0,0,2.0,0.0,25.0
ASTOR PL,6,10,1.0,1,3.0,1.0,41.0
ASTOR PL,6,11,0.0,0,8.0,0.0,76.0
ASTOR PL,6,11,0.0,1,5.0,2.0,58.0
ASTOR PL,6,11,1.0,0,2.0,0.0,30.0
ASTOR PL,6,11,1.0,1,45.0,41.0,36.0
ASTOR PL,6,12,0.0,0,10.0,0.0,116.0
ASTOR PL,6,12,0.0,1,8.0,5.0,97.0
ASTOR PL,6,12,1.0,0,5.0,1.0,41.0
ASTOR PL,6,12,1.0,1,7.0,11.0,56.0
ASTOR PL,6,13,0.0,0,11.0,4.0,143.0
ASTOR PL,6,13,0.0,1,11.0,6.0,73.0
ASTOR PL,6,13,1.0,0,6.0,2.0,50.0
ASTOR PL,6,13,1.0,1,14.0,7.0,88.0
ASTOR PL,6,14,0.0,0,14.0,11.0,228.0
ASTOR PL,6,14,0.0,1,27.0,12.0,81.0
ASTOR PL,6,14,1.0,0,5.0,4.0,63.0
ASTOR PL,6,14,1.0,1,27.0,28.0,100.0
ASTOR PL,6,15,0.0,0,15.0,12.0,218.0
ASTOR PL,6,15,0.0,1,20.0,10.0,119.0
ASTOR PL,6,15,1.0,0,9.0,8.0,58.0
ASTOR PL,6,15,1.0,1,44.0,27.0,106.0
ASTOR PL,6,16,0.0,0,15.0,12.0,206.0
ASTOR PL,6,16,0.0,1,20.0,10.0,140.0
ASTOR PL,6,16,1.0,0,10.0,7.0,61.0
ASTOR PL,6,16,1.0,1,33.0,18.0,83.0
ASTOR PL,6,17,0.0,0,15.0,12.0,244.0
ASTOR PL,6,17,0.0,1,14.0,8.0,118.0
ASTOR PL,6,17,1.0,0,9.0,6.0,65.0
ASTOR PL,6,17,1.0,1,30.0,17.0,58.0
ASTOR PL,6,18,0.0,0,14.0,11.0,231.0
ASTOR PL,6,18,0.0,1,15.0,9.0,146.0
ASTOR PL,6,18,1.0,0,6.0,6.0,56.0
ASTOR PL,6,18,1.0,1,31.0,18.0,62.0
ASTOR PL,6,19,0.0,0,16.0,12.0,214.0
ASTOR PL,6,19,0.0,1,17.0,9.0,166.0
ASTOR PL,6,19,1.0,0,8.0,5.0,56.0
ASTOR PL,6,19,1.0,1,30.0,16.0,62.0
ASTOR PL,6,20,0.0,0,19.0,14.0,222.0
ASTOR PL,6,20,0.0,1,16.0,8.0,158.0
ASTOR PL,6,20,1.0,0,8.0,8.0,50.0
ASTOR PL,6,20,1.0,1,22.0,10.0,57.0
ASTOR PL,6,21,0.0,0,15.0,15.0,195.0
ASTOR PL,6,21,0.0,1,14.0,9.0,157.0
ASTOR PL,6,21,1.0,0,8.0,8.0,42.0
ASTOR PL,6,21,1.0,1,16.0,8.0,58.0
ASTOR PL,6,22,0.0,0,21.0,18.0,226.0
ASTOR PL,6,22,0.0,1,9.0,10.0,138.0
ASTOR PL,6,22,1.0,0,6.0,8.0,52.0
ASTOR PL,6,22,1.0,1,9.0,6.0,45.0
ASTOR PL,6,23,0.0,0,20.0,15.0,203.0
ASTOR PL,6,23,0.0,1,9.0,8.0,121.0
ASTOR PL,6,23,1.0,0,11.0,8.0,54.0
ASTOR PL,6,23,1.0,1,7.0,9.0,45.0
ASTORIA DITMARS,N,0,0.0,0,4.0,9.0,76.0
ASTORIA DITMARS,N,0,0.0,1,7.0,4.0,38.0
ASTORIA DITMARS,N,0,1.0,0,0.0,0.0,0.0
ASTORIA DITMARS,N,0,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,N,1,0.0,0,14.0,9.0,51.0
ASTORIA DITMARS,N,1,0.0,1,7.0,8.0,67.0
ASTORIA DITMARS,N,1,1.0,0,0.0,0.0,0.0
ASTORIA DITMARS,N,1,1.0,1,2.0,1.0,0.0
ASTORIA DITMARS,N,2,0.0,0,17.0,16.0,197.0
ASTORIA DITMARS,N,2,0.0,1,40.0,26.0,152.0
ASTORIA DITMARS,N,2,1.0,0,0.0,0.0,0.0
ASTORIA DITMARS,N,2,1.0,1,3.0,2.0,0.0
ASTORIA DITMARS,N,3,0.0,0,21.0,22.0,343.0
ASTORIA DITMARS,N,3,0.0,1,73.0,45.0,238.0
ASTORIA DITMARS,N,3,1.0,0,1.0,0.0,0.0
ASTORIA DITMARS,N,3,1.0,1,5.0,3.0,0.0
ASTORIA DITMARS,N,4,0.0,0,24.0,28.0,489.0
ASTORIA DITMARS,N,4,0.0,1,106.0,63.0,323.0
ASTORIA DITMARS,N,4,1.0,0,1.0,0.0,0.0
ASTORIA DITMARS,N,4,1.0,1,7.0,4.0,0.0
ASTORIA DITMARS,N,5,0.0,0,28.0,34.0,635.0
ASTORIA DITMARS,N,5,0.0,1,139.0,81.0,409.0
ASTORIA DITMARS,N,5,1.0,0,1.0,0.0,0.0
ASTORIA DITMARS,N,5,1.0,1,8.0,5.0,0.0
ASTORIA DITMARS,N,6,0.0,0,31.0,18.0,109.0
ASTORIA DITMARS,N,6,0.0,1,67.0,50.0,270.0
ASTORIA DITMARS,N,6,1.0,0,0.0,0.0,0.0
ASTORIA DITMARS,N,6,1.0,1,2.0,1.0,0.0
ASTORIA DITMARS,N,7,0.0,0,21.0,20.0,108.0
ASTORIA DITMARS,N,7,0.0,1,42.0,21.0,357.0
ASTORIA DITMARS,N,7,1.0,0,0.0,0.0,0.0
ASTORIA DITMARS,N,7,1.0,1,0.0,1.0,0.0
ASTORIA DITMARS,N,8,0.0,0,19.0,15.0,162.0
ASTORIA DITMARS,N,8,0.0,1,30.0,17.0,339.0
ASTORIA DITMARS,N,8,1.0,0,0.0,0.0,0.0
ASTORIA DITMARS,N,8,1.0,1,4.0,1.0,19.0
ASTORIA DITMARS,N,9,0.0,0,21.0,17.0,151.0
ASTORIA DITMARS,N,9,0.0,1,27.0,12.0,346.0
ASTORIA DITMARS,N,9,1.0,0,0.0,0.0,0.0
ASTORIA DITMARS,N,9,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,N,10,0.0,0,26.0,16.0,266.0
ASTORIA DITMARS,N,10,0.0,1,27.0,11.0,445.0
ASTORIA DITMARS,N,10,1.0,0,0.0,0.0,0.0
ASTORIA DITMARS,N,10,1.0,1,1.0,5.0,0.0
ASTORIA DITMARS,N,11,0.0,0,20.0,11.0,272.0
ASTORIA DITMARS,N,11,0.0,1,94.0,61.0,483.0
ASTORIA DITMARS,N,11,1.0,0,1.0,0.0,0.0
ASTORIA DITMARS,N,11,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,N,12,0.0,0,32.0,16.0,267.0
ASTORIA DITMARS,N,12,0.0,1,48.0,25.0,372.0
ASTORIA DITMARS,N,12,1.0,0,0.0,0.0,0.0
ASTORIA DITMARS,N,12,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,N,13,0.0,0,36.0,15.0,315.0
ASTORIA DITMARS,N,13,0.0,1,42.0,23.0,351.0
ASTORIA DITMARS,N,13,1.0,0,2.0,1.0,0.0
ASTORIA DITMARS,N,13,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,N,14,0.0,0,38.0,19.0,280.0
ASTORIA DITMARS,N,14,0.0,1,50.0,25.0,225.0
ASTORIA DITMARS,N,14,1.0,0,0.0,0.0,0.0
ASTORIA DITMARS,N,14,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,N,15,0.0,0,54.0,24.0,324.0
ASTORIA DITMARS,N,15,0.0,1,74.0,58.0,181.0
ASTORIA DITMARS,N,15,1.0,0,0.0,1.0,0.0
ASTORIA DITMARS,N,15,1.0,1,1.0,0.0,0.0
ASTORIA DITMARS,N,16,0.0,0,40.0,18.0,332.0
ASTORIA DITMARS,N,16,0.0,1,50.0,31.0,141.0
ASTORIA DITMARS,N,16,1.0,0,3.0,0.0,0.0
ASTORIA DITMARS,N,16,1.0,1,1.0,1.0,5.0
ASTORIA DITMARS,N,17,0.0,0,25.0,13.0,331.0
ASTORIA DITMARS,N,17,0.0,1,50.0,26.0,95.0
ASTORIA DITMARS,N,17,1.0,0,1.0,2.0,0.0
ASTORIA DITMARS,N,17,1.0,1,0.0,1.0,0.0
ASTORIA DITMARS,N,18,0.0,0,42.0,30.0,367.0
ASTORIA DITMARS,N,18,0.0,1,50.0,22.0,72.0
ASTORIA DITMARS,N,18,1.0,0,0.0,1.0,0.0
ASTORIA DITMARS,N,18,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,N,19,0.0,0,29.0,20.0,325.0
ASTORIA DITMARS,N,19,0.0,1,45.0,22.0,70.0
ASTORIA DITMARS,N,19,1.0,0,0.0,0.0,0.0
ASTORIA DITMARS,N,19,1.0,1,1.0,0.0,0.0
ASTORIA DITMARS,N,20,0.0,0,26.0,21.0,314.0
ASTORIA DITMARS,N,20,0.0,1,48.0,24.0,96.0
ASTORIA DITMARS,N,20,1.0,0,1.0,1.0,0.0
ASTORIA DITMARS,N,20,1.0,1,2.0,1.0,0.0
ASTORIA DITMARS,N,21,0.0,0,22.0,16.0,235.0
ASTORIA DITMARS,N,21,0.0,1,28.0,14.0,43.0
ASTORIA DITMARS,N,21,1.0,0,0.0,1.0,0.0
ASTORIA DITMARS,N,21,1.0,1,0.0,0.0,1.0
ASTORIA DITMARS,N,22,0.0,0,18.0,9.0,205.0
ASTORIA DITMARS,N,22,0.0,1,14.0,9.0,38.0
ASTORIA DITMARS,N,22,1.0,0,0.0,1.0,0.0
ASTORIA DITMARS,N,22,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,N,23,0.0,0,10.0,6.0,195.0
ASTORIA DITMARS,N,23,0.0,1,11.0,7.0,41.0
ASTORIA DITMARS,N,23,1.0,0,0.0,0.0,0.0
ASTORIA DITMARS,N,23,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,W,0,0.0,1,42.0,24.0,399.0
ASTORIA DITMARS,W,0,1.0,1,2.0,0.0,0.0
ASTORIA DITMARS,W,1,0.0,1,42.0,24.0,399.0
ASTORIA DITMARS,W,1,1.0,1,2.0,0.0,0.0
ASTORIA DITMARS,W,2,0.0,1,42.0,24.0,399.0
ASTORIA DITMARS,W,2,1.0,1,2.0,0.0,0.0
ASTORIA DITMARS,W,3,0.0,1,42.0,24.0,399.0
ASTORIA DITMARS,W,3,1.0,1,2.0,0.0,0.0
ASTORIA DITMARS,W,4,0.0,1,42.0,24.0,399.0
ASTORIA DITMARS,W,4,1.0,1,2.0,0.0,0.0
ASTORIA DITMARS,W,5,0.0,1,42.0,24.0,399.0
ASTORIA DITMARS,W,5,1.0,1,2.0,0.0,0.0
ASTORIA DITMARS,W,6,0.0,1,42.0,24.0,399.0
ASTORIA DITMARS,W,6,1.0,1,2.0,0.0,0.0
ASTORIA DITMARS,W,7,0.0,1,42.0,24.0,399.0
ASTORIA DITMARS,W,7,1.0,1,6.0,2.0,0.0
ASTORIA DITMARS,W,8,0.0,1,31.0,19.0,420.0
ASTORIA DITMARS,W,8,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,W,9,0.0,1,44.0,20.0,558.0
ASTORIA DITMARS,W,9,1.0,1,1.0,1.0,0.0
ASTORIA DITMARS,W,10,0.0,1,33.0,11.0,472.0
ASTORIA DITMARS,W,10,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,W,11,0.0,1,131.0,55.0,570.0
ASTORIA DITMARS,W,11,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,W,12,0.0,1,58.0,32.0,640.0
ASTORIA DITMARS,W,12,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,W,13,0.0,1,68.0,37.0,650.0
ASTORIA DITMARS,W,13,1.0,1,0.0,0.0,4.0
ASTORIA DITMARS,W,14,0.0,1,110.0,74.0,468.0
ASTORIA DITMARS,W,14,1.0,1,1.0,1.0,0.0
ASTORIA DITMARS,W,15,0.0,1,101.0,53.0,474.0
ASTORIA DITMARS,W,15,1.0,1,1.0,1.0,0.0
ASTORIA DITMARS,W,16,0.0,1,106.0,59.0,505.0
ASTORIA DITMARS,W,16,1.0,1,2.0,1.0,0.0
ASTORIA DITMARS,W,17,0.0,1,89.0,47.0,439.0
ASTORIA DITMARS,W,17,1.0,1,1.0,0.0,0.0
ASTORIA DITMARS,W,18,0.0,1,85.0,45.0,329.0
ASTORIA DITMARS,W,18,1.0,1,1.0,1.0,0.0
ASTORIA DITMARS,W,19,0.0,1,84.0,41.0,331.0
ASTORIA DITMARS,W,19,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,W,20,0.0,1,74.0,42.0,359.0
ASTORIA DITMARS,W,20,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,W,21,0.0,1,51.0,30.0,273.0
ASTORIA DITMARS,W,21,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,W,22,0.0,1,27.0,19.0,139.0
ASTORIA DITMARS,W,22,1.0,1,0.0,0.0,0.0
ASTORIA DITMARS,W,23,0.0,1,41.0,21.0,266.0
ASTORIA DITMARS,W,23,1.0,1,0.0,0.0,0.0
ATL AV-BARCLAY,2,0,0.0,0,2.0,1.0,15.0
ATL AV-BARCLAY,2,0,0.0,1,2.0,0.0,9.0
ATL AV-BARCLAY,2,0,1.0,0,17.0,8.0,128.0
ATL AV-BARCLAY,2,0,1.0,1,10.0,6.0,124.0
ATL AV-BARCLAY,2,1,0.0,0,3.0,2.0,23.0
ATL AV-BARCLAY,2,1,0.0,1,17.0,9.0,51.0
ATL AV-BARCLAY,2,1,1.0,0,10.0,5.0,133.0
ATL AV-BARCLAY,2,1,1.0,1,9.0,6.0,165.0
ATL AV-BARCLAY,2,2,0.0,0,4.0,2.0,31.0
ATL AV-BARCLAY,2,2,0.0,1,32.0,18.0,92.0
ATL AV-BARCLAY,2,2,1.0,0,9.0,6.0,179.0
ATL AV-BARCLAY,2,2,1.0,1,29.0,16.0,151.0
ATL AV-BARCLAY,2,3,0.0,0,6.0,3.0,39.0
ATL AV-BARCLAY,2,3,0.0,1,47.0,27.0,134.0
ATL AV-BARCLAY,2,3,1.0,0,8.0,6.0,225.0
ATL AV-BARCLAY,2,3,1.0,1,48.0,27.0,138.0
ATL AV-BARCLAY,2,4,0.0,0,7.0,4.0,46.0
ATL AV-BARCLAY,2,4,0.0,1,62.0,36.0,176.0
ATL AV-BARCLAY,2,4,1.0,0,7.0,6.0,271.0
ATL AV-BARCLAY,2,4,1.0,1,68.0,38.0,124.0
ATL AV-BARCLAY,2,5,0.0,0,8.0,4.0,54.0
ATL AV-BARCLAY,2,5,0.0,1,77.0,45.0,217.0
ATL AV-BARCLAY,2,5,1.0,0,6.0,6.0,318.0
ATL AV-BARCLAY,2,5,1.0,1,88.0,48.0,111.0
ATL AV-BARCLAY,2,6,0.0,0,10.0,7.0,26.0
ATL AV-BARCLAY,2,6,0.0,1,26.0,19.0,99.0
ATL AV-BARCLAY,2,6,1.0,0,38.0,36.0,235.0
ATL AV-BARCLAY,2,6,1.0,1,146.0,96.0,492.0
ATL AV-BARCLAY,2,7,0.0,0,17.0,10.0,28.0
ATL AV-BARCLAY,2,7,0.0,1,14.0,12.0,93.0
ATL AV-BARCLAY,2,7,1.0,0,24.0,21.0,155.0
ATL AV-BARCLAY,2,7,1.0,1,73.0,47.0,355.0
ATL AV-BARCLAY,2,8,0.0,0,8.0,6.0,28.0
ATL AV-BARCLAY,2,8,0.0,1,9.0,5.0,85.0
ATL AV-BARCLAY,2,8,1.0,0,30.0,21.0,177.0
ATL AV-BARCLAY,2,8,1.0,1,56.0,36.0,265.0
ATL AV-BARCLAY,2,9,0.0,0,8.0,5.0,42.0
ATL AV-BARCLAY,2,9,0.0,1,6.0,4.0,91.0
ATL AV-BARCLAY,2,9,1.0,0,12.0,14.0,171.0
ATL AV-BARCLAY,2,9,1.0,1,37.0,22.0,230.0
ATL AV-BARCLAY,2,10,0.0,0,5.0,3.0,33.0
ATL AV-BARCLAY,2,10,0.0,1,13.0,7.0,111.0
ATL AV-BARCLAY,2,10,1.0,0,16.0,5.0,207.0
ATL AV-BARCLAY,2,10,1.0,1,20.0,15.0,212.0
ATL AV-BARCLAY,2,11,0.0,0,7.0,4.0,35.0
ATL AV-BARCLAY,2,11,0.0,1,15.0,16.0,86.0
ATL AV-BARCLAY,2,11,1.0,0,8.0,5.0,181.0
ATL AV-BARCLAY,2,11,1.0,1,79.0,75.0,185.0
ATL AV-BARCLAY,2,12,0.0,0,5.0,4.0,30.0
ATL AV-BARCLAY,2,12,0.0,1,12.0,7.0,76.0
ATL AV-BARCLAY,2,12,1.0,0,12.0,5.0,178.0
ATL AV-BARCLAY,2,12,1.0,1,31.0,22.0,184.0
ATL AV-BARCLAY,2,13,0.0,0,8.0,6.0,36.0
ATL AV-BARCLAY,2,13,0.0,1,8.0,6.0,35.0
ATL AV-BARCLAY,2,13,1.0,0,13.0,6.0,187.0
ATL AV-BARCLAY,2,13,1.0,1,36.0,21.0,218.0
ATL AV-BARCLAY,2,14,0.0,0,8.0,7.0,37.0
ATL AV-BARCLAY,2,14,0.0,1,32.0,24.0,32.0
ATL AV-BARCLAY,2,14,1.0,0,20.0,9.0,187.0
ATL AV-BARCLAY,2,14,1.0,1,44.0,30.0,181.0
ATL AV-BARCLAY,2,15,0.0,0,6.0,8.0,29.0
ATL AV-BARCLAY,2,15,0.0,1,11.0,7.0,28.0
ATL AV-BARCLAY,2,15,1.0,0,22.0,12.0,203.0
ATL AV-BARCLAY,2,15,1.0,1,69.0,58.0,214.0
ATL AV-BARCLAY,2,16,0.0,0,6.0,6.0,26.0
ATL AV-BARCLAY,2,16,0.0,1,14.0,10.0,37.0
ATL AV-BARCLAY,2,16,1.0,0,26.0,14.0,206.0
ATL AV-BARCLAY,2,16,1.0,1,50.0,31.0,201.0
ATL AV-BARCLAY,2,17,0.0,0,6.0,5.0,30.0
ATL AV-BARCLAY,2,17,0.0,1,8.0,6.0,29.0
ATL AV-BARCLAY,2,17,1.0,0,26.0,15.0,184.0
ATL AV-BARCLAY,2,17,1.0,1,48.0,26.0,188.0
ATL AV-BARCLAY,2,18,0.0,0,5.0,5.0,26.0
ATL AV-BARCLAY,2,18,0.0,1,8.0,5.0,30.0
ATL AV-BARCLAY,2,18,1.0,0,29.0,15.0,188.0
ATL AV-BARCLAY,2,18,1.0,1,48.0,25.0,181.0
ATL AV-BARCLAY,2,19,0.0,0,5.0,4.0,29.0
ATL AV-BARCLAY,2,19,0.0,1,7.0,5.0,26.0
ATL AV-BARCLAY,2,19,1.0,0,25.0,15.0,179.0
ATL AV-BARCLAY,2,19,1.0,1,40.0,19.0,156.0
ATL AV-BARCLAY,2,20,0.0,0,6.0,5.0,26.0
ATL AV-BARCLAY,2,20,0.0,1,5.0,4.0,21.0
ATL AV-BARCLAY,2,20,1.0,0,28.0,14.0,193.0
ATL AV-BARCLAY,2,20,1.0,1,32.0,16.0,157.0
ATL AV-BARCLAY,2,21,0.0,0,5.0,5.0,21.0
ATL AV-BARCLAY,2,21,0.0,1,4.0,3.0,18.0
ATL AV-BARCLAY,2,21,1.0,0,22.0,13.0,171.0
ATL AV-BARCLAY,2,21,1.0,1,21.0,12.0,121.0
ATL AV-BARCLAY,2,22,0.0,0,4.0,3.0,16.0
ATL AV-BARCLAY,2,22,0.0,1,4.0,3.0,14.0
ATL AV-BARCLAY,2,22,1.0,0,16.0,9.0,122.0
ATL AV-BARCLAY,2,22,1.0,1,12.0,9.0,98.0
ATL AV-BARCLAY,2,23,0.0,0,5.0,3.0,13.0
ATL AV-BARCLAY,2,23,0.0,1,3.0,2.0,13.0
ATL AV-BARCLAY,2,23,1.0,0,15.0,9.0,132.0
ATL AV-BARCLAY,2,23,1.0,1,15.0,11.0,113.0
ATL AV-BARCLAY,3,0,0.0,0,41.0,43.0,106.0
ATL AV-BARCLAY,3,0,0.0,1,106.0,80.0,221.0
ATL AV-BARCLAY,3,0,1.0,0,2.0,2.0,56.0
ATL AV-BARCLAY,3,0,1.0,1,95.0,54.0,278.0
ATL AV-BARCLAY,3,1,0.0,0,41.0,43.0,106.0
ATL AV-BARCLAY,3,1,0.0,1,106.0,80.0,221.0
ATL AV-BARCLAY,3,1,1.0,0,2.0,2.0,56.0
ATL AV-BARCLAY,3,1,1.0,1,95.0,54.0,278.0
ATL AV-BARCLAY,3,2,0.0,0,41.0,43.0,106.0
ATL AV-BARCLAY,3,2,0.0,1,106.0,80.0,221.0
ATL AV-BARCLAY,3,2,1.0,0,2.0,2.0,56.0
ATL AV-BARCLAY,3,2,1.0,1,95.0,54.0,278.0
ATL AV-BARCLAY,3,3,0.0,0,41.0,43.0,106.0
ATL AV-BARCLAY,3,3,0.0,1,106.0,80.0,221.0
ATL AV-BARCLAY,3,3,1.0,0,2.0,2.0,56.0
ATL AV-BARCLAY,3,3,1.0,1,95.0,54.0,278.0
ATL AV-BARCLAY,3,4,0.0,0,41.0,43.0,106.0
ATL AV-BARCLAY,3,4,0.0,1,106.0,80.0,221.0
ATL AV-BARCLAY,3,4,1.0,0,2.0,2.0,56.0
ATL AV-BARCLAY,3,4,1.0,1,95.0,54.0,278.0
ATL AV-BARCLAY,3,5,0.0,0,41.0,43.0,106.0
ATL AV-BARCLAY,3,5,0.0,1,106.0,80.0,221.0
ATL AV-BARCLAY,3,5,1.0,0,2.0,2.0,56.0
ATL AV-BARCLAY,3,5,1.0,1,95.0,54.0,278.0
ATL AV-BARCLAY,3,6,0.0,0,41.0,43.0,106.0
ATL AV-BARCLAY,3,6,0.0,1,58.0,48.0,176.0
ATL AV-BARCLAY,3,6,1.0,0,11.0,8.0,70.0
ATL AV-BARCLAY,3,6,1.0,1,30.0,18.0,121.0
ATL AV-BARCLAY,3,7,0.0,0,19.0,20.0,57.0
ATL AV-BARCLAY,3,7,0.0,1,58.0,42.0,224.0
ATL AV-BARCLAY,3,7,1.0,0,6.0,9.0,55.0
ATL AV-BARCLAY,3,7,1.0,1,27.0,14.0,124.0
ATL AV-BARCLAY,3,8,0.0,0,18.0,15.0,45.0
ATL AV-BARCLAY,3,8,0.0,1,38.0,25.0,184.0
ATL AV-BARCLAY,3,8,1.0,0,6.0,6.0,93.0
ATL AV-BARCLAY,3,8,1.0,1,20.0,9.0,86.0
ATL AV-BARCLAY,3,9,0.0,0,7.0,10.0,58.0
ATL AV-BARCLAY,3,9,0.0,1,22.0,13.0,159.0
ATL AV-BARCLAY,3,9,1.0,0,5.0,4.0,94.0
ATL AV-BARCLAY,3,9,1.0,1,12.0,6.0,118.0
ATL AV-BARCLAY,3,10,0.0,0,9.0,8.0,70.0
ATL AV-BARCLAY,3,10,0.0,1,21.0,11.0,164.0
ATL AV-BARCLAY,3,10,1.0,0,10.0,4.0,177.0
ATL AV-BARCLAY,3,10,1.0,1,23.0,11.0,161.0
ATL AV-BARCLAY,3,11,0.0,0,12.0,12.0,72.0
ATL AV-BARCLAY,3,11,0.0,1,31.0,36.0,151.0
ATL AV-BARCLAY,3,11,1.0,0,12.0,5.0,166.0
ATL AV-BARCLAY,3,11,1.0,1,23.0,26.0,193.0
ATL AV-BARCLAY,3,12,0.0,0,14.0,13.0,85.0
ATL AV-BARCLAY,3,12,0.0,1,31.0,22.0,164.0
ATL AV-BARCLAY,3,12,1.0,0,13.0,6.0,180.0
ATL AV-BARCLAY,3,12,1.0,1,31.0,20.0,225.0
ATL AV-BARCLAY,3,13,0.0,0,17.0,12.0,96.0
ATL AV-BARCLAY,3,13,0.0,1,20.0,17.0,87.0
ATL AV-BARCLAY,3,13,1.0,0,15.0,11.0,221.0
ATL AV-BARCLAY,3,13,1.0,1,37.0,21.0,203.0
ATL AV-BARCLAY,3,14,0.0,0,20.0,11.0,82.0
ATL AV-BARCLAY,3,14,0.0,1,32.0,35.0,60.0
ATL AV-BARCLAY,3,14,1.0,0,27.0,15.0,256.0
ATL AV-BARCLAY,3,14,1.0,1,73.0,42.0,230.0
ATL AV-BARCLAY,3,15,0.0,0,16.0,10.0,70.0
ATL AV-BARCLAY,3,15,0.0,1,25.0,23.0,37.0
ATL AV-BARCLAY,3,15,1.0,0,28.0,16.0,263.0
ATL AV-BARCLAY,3,15,1.0,1,71.0,38.0,249.0
ATL AV-BARCLAY,3,16,0.0,0,14.0,9.0,52.0
ATL AV-BARCLAY,3,16,0.0,1,16.0,13.0,25.0
ATL AV-BARCLAY,3,16,1.0,0,33.0,17.0,204.0
ATL AV-BARCLAY,3,16,1.0,1,68.0,36.0,250.0
