STATION,route_id,hour,direction_id,weekday,current_crowd,last_month_crowd,last_year_crowd
46 ST BLISS ST,7,4,0.0,1,63.0,34.0,144.0
46 ST BLISS ST,7,4,1.0,0,489.0,339.0,246.0
46 ST BLISS ST,7,4,1.0,1,285.0,183.0,200.0
46 ST BLISS ST,7,5,0.0,1,63.0,34.0,144.0
46 ST BLISS ST,7,5,1.0,0,489.0,339.0,246.0
46 ST BLISS ST,7,5,1.0,1,285.0,183.0,200.0
46 ST BLISS ST,7,6,0.0,1,63.0,34.0,144.0
46 ST BLISS ST,7,6,1.0,0,489.0,339.0,246.0
46 ST BLISS ST,7,6,1.0,1,285.0,183.0,200.0
46 ST BLISS ST,7,7,0.0,1,175.0,90.0,115.0
46 ST BLISS ST,7,7,1.0,0,489.0,339.0,246.0
46 ST BLISS ST,7,7,1.0,1,168.0,100.0,278.0
46 ST BLISS ST,7,8,0.0,1,288.0,146.0,87.0
46 ST BLISS ST,7,8,1.0,0,489.0,339.0,246.0
46 ST BLISS ST,7,8,1.0,1,169.0,164.0,246.0
46 ST BLISS ST,7,9,0.0,1,400.0,202.0,58.0
46 ST BLISS ST,7,9,1.0,0,465.0,355.0,208.0
46 ST BLISS ST,7,9,1.0,1,171.0,228.0,213.0
46 ST BLISS ST,7,10,0.0,1,370.0,198.0,58.0
46 ST BLISS ST,7,10,1.0,0,441.0,372.0,170.0
46 ST BLISS ST,7,10,1.0,1,172.0,293.0,181.0
46 ST BLISS ST,7,11,0.0,1,340.0,193.0,58.0
46 ST BLISS ST,7,11,1.0,0,416.0,388.0,133.0
46 ST BLISS ST,7,11,1.0,1,174.0,357.0,148.0
46 ST BLISS ST,7,12,0.0,1,310.0,189.0,58.0
46 ST BLISS ST,7,12,1.0,0,392.0,405.0,95.0
46 ST BLISS ST,7,12,1.0,1,142.0,287.0,128.0
46 ST BLISS ST,7,13,0.0,1,280.0,184.0,58.0
46 ST BLISS ST,7,13,1.0,0,392.0,405.0,95.0
46 ST BLISS ST,7,13,1.0,1,110.0,218.0,108.0
46 ST BLISS ST,7,14,0.0,1,250.0,180.0,58.0
46 ST BLISS ST,7,14,1.0,0,392.0,405.0,95.0
46 ST BLISS ST,7,14,1.0,1,78.0,148.0,88.0
46 ST BLISS ST,7,15,0.0,1,220.0,176.0,58.0
46 ST BLISS ST,7,15,1.0,0,392.0,405.0,95.0
46 ST BLISS ST,7,15,1.0,1,47.0,79.0,67.0
46 ST BLISS ST,7,16,0.0,1,190.0,171.0,57.0
46 ST BLISS ST,7,16,1.0,0,392.0,405.0,95.0
46 ST BLISS ST,7,16,1.0,1,15.0,9.0,47.0
46 ST BLISS ST,7,17,0.0,1,160.0,167.0,57.0
46 ST BLISS ST,7,17,1.0,0,392.0,405.0,95.0
46 ST BLISS ST,7,17,1.0,1,135.0,78.0,280.0
46 ST BLISS ST,7,18,0.0,1,130.0,163.0,57.0
46 ST BLISS ST,7,18,1.0,0,392.0,405.0,95.0
46 ST BLISS ST,7,18,1.0,1,255.0,147.0,512.0
46 ST BLISS ST,7,19,0.0,1,100.0,158.0,57.0
46 ST BLISS ST,7,19,1.0,0,392.0,405.0,95.0
46 ST BLISS ST,7,19,1.0,1,110.0,599.0,38.0
46 ST BLISS ST,7,20,0.0,1,70.0,154.0,57.0
46 ST BLISS ST,7,20,1.0,0,392.0,405.0,95.0
46 ST BLISS ST,7,20,1.0,1,73.0,399.0,75.0
46 ST BLISS ST,7,21,0.0,1,40.0,149.0,57.0
46 ST BLISS ST,7,21,1.0,0,392.0,405.0,95.0
46 ST BLISS ST,7,21,1.0,1,36.0,200.0,111.0
46 ST BLISS ST,7,22,0.0,1,10.0,145.0,57.0
46 ST BLISS ST,7,22,1.0,0,392.0,405.0,95.0
46 ST BLISS ST,7,22,1.0,1,0.0,0.0,148.0
46 ST BLISS ST,7,23,0.0,1,3.0,44.0,49.0
46 ST BLISS ST,7,23,1.0,0,392.0,405.0,95.0
46 ST BLISS ST,7,23,1.0,1,11.0,424.0,80.0
47-50 STS ROCK,B,0,0.0,1,33.0,27.0,286.0
47-50 STS ROCK,B,0,1.0,1,94.0,62.0,397.0
47-50 STS ROCK,B,1,0.0,1,33.0,27.0,286.0
47-50 STS ROCK,B,1,1.0,1,94.0,62.0,397.0
47-50 STS ROCK,B,2,0.0,1,33.0,27.0,286.0
47-50 STS ROCK,B,2,1.0,1,94.0,62.0,397.0
47-50 STS ROCK,B,3,0.0,1,33.0,27.0,286.0
47-50 STS ROCK,B,3,1.0,1,94.0,62.0,397.0
47-50 STS ROCK,B,4,0.0,1,33.0,27.0,286.0
47-50 STS ROCK,B,4,1.0,1,94.0,62.0,397.0
47-50 STS ROCK,B,5,0.0,1,33.0,27.0,286.0
47-50 STS ROCK,B,5,1.0,1,94.0,62.0,397.0
47-50 STS ROCK,B,6,0.0,1,33.0,27.0,286.0
47-50 STS ROCK,B,6,1.0,1,53.0,53.0,426.0
47-50 STS ROCK,B,7,0.0,1,25.0,20.0,341.0
47-50 STS ROCK,B,7,1.0,1,21.0,32.0,236.0
47-50 STS ROCK,B,8,0.0,1,8.0,6.0,247.0
47-50 STS ROCK,B,8,1.0,1,15.0,18.0,188.0
47-50 STS ROCK,B,9,0.0,1,9.0,4.0,245.0
47-50 STS ROCK,B,9,1.0,1,8.0,5.0,129.0
47-50 STS ROCK,B,10,0.0,1,12.0,8.0,355.0
47-50 STS ROCK,B,10,1.0,1,5.0,2.0,76.0
47-50 STS ROCK,B,11,0.0,1,23.0,14.0,324.0
47-50 STS ROCK,B,11,1.0,1,12.0,6.0,81.0
47-50 STS ROCK,B,12,0.0,1,37.0,20.0,320.0
47-50 STS ROCK,B,12,1.0,1,13.0,9.0,106.0
47-50 STS ROCK,B,13,0.0,1,45.0,25.0,240.0
47-50 STS ROCK,B,13,1.0,1,20.0,11.0,92.0
47-50 STS ROCK,B,14,0.0,1,64.0,43.0,211.0
47-50 STS ROCK,B,14,1.0,1,59.0,33.0,106.0
47-50 STS ROCK,B,15,0.0,1,75.0,37.0,194.0
47-50 STS ROCK,B,15,1.0,1,43.0,17.0,123.0
47-50 STS ROCK,B,16,0.0,1,78.0,36.0,174.0
47-50 STS ROCK,B,16,1.0,1,46.0,18.0,136.0
47-50 STS ROCK,B,17,0.0,1,93.0,36.0,161.0
47-50 STS ROCK,B,17,1.0,1,54.0,22.0,154.0
47-50 STS ROCK,B,18,0.0,1,95.0,37.0,155.0
47-50 STS ROCK,B,18,1.0,1,60.0,27.0,173.0
47-50 STS ROCK,B,19,0.0,1,71.0,30.0,166.0
47-50 STS ROCK,B,19,1.0,1,40.0,21.0,131.0
47-50 STS ROCK,B,20,0.0,1,49.0,21.0,118.0
47-50 STS ROCK,B,20,1.0,1,28.0,17.0,107.0
47-50 STS ROCK,B,21,0.0,1,28.0,16.0,97.0
47-50 STS ROCK,B,21,1.0,1,13.0,11.0,69.0
47-50 STS ROCK,B,22,0.0,1,28.0,16.0,97.0
47-50 STS ROCK,B,22,1.0,1,13.0,11.0,69.0
47-50 STS ROCK,B,23,0.0,1,28.0,16.0,97.0
47-50 STS ROCK,B,23,1.0,1,13.0,11.0,69.0
47-50 STS ROCK,D,0,0.0,0,7.0,5.0,87.0
47-50 STS ROCK,D,0,0.0,1,5.0,5.0,102.0
47-50 STS ROCK,D,0,1.0,0,7.0,5.0,89.0
47-50 STS ROCK,D,0,1.0,1,7.0,6.0,73.0
47-50 STS ROCK,D,1,0.0,0,7.0,3.0,94.0
47-50 STS ROCK,D,1,0.0,1,3.0,2.0,105.0
47-50 STS ROCK,D,1,1.0,0,16.0,14.0,105.0
47-50 STS ROCK,D,1,1.0,1,51.0,36.0,153.0
47-50 STS ROCK,D,2,0.0,0,14.0,2.0,135.0
47-50 STS ROCK,D,2,0.0,1,53.0,29.0,247.0
47-50 STS ROCK,D,2,1.0,0,26.0,24.0,121.0
47-50 STS ROCK,D,2,1.0,1,96.0,66.0,233.0
47-50 STS ROCK,D,3,0.0,0,21.0,2.0,176.0
47-50 STS ROCK,D,3,0.0,1,104.0,57.0,388.0
47-50 STS ROCK,D,3,1.0,0,35.0,34.0,136.0
47-50 STS ROCK,D,3,1.0,1,140.0,97.0,313.0
47-50 STS ROCK,D,4,0.0,0,27.0,2.0,217.0
47-50 STS ROCK,D,4,0.0,1,154.0,84.0,530.0
47-50 STS ROCK,D,4,1.0,0,44.0,43.0,152.0
47-50 STS ROCK,D,4,1.0,1,184.0,127.0,393.0
47-50 STS ROCK,D,5,0.0,0,34.0,1.0,257.0
47-50 STS ROCK,D,5,0.0,1,205.0,111.0,672.0
47-50 STS ROCK,D,5,1.0,0,53.0,53.0,168.0
47-50 STS ROCK,D,5,1.0,1,229.0,158.0,473.0
47-50 STS ROCK,D,6,0.0,0,73.0,32.0,185.0
47-50 STS ROCK,D,6,0.0,1,199.0,104.0,713.0
47-50 STS ROCK,D,6,1.0,0,60.0,55.0,146.0
47-50 STS ROCK,D,6,1.0,1,47.0,40.0,170.0
47-50 STS ROCK,D,7,0.0,0,65.0,53.0,175.0
47-50 STS ROCK,D,7,0.0,1,157.0,83.0,605.0
47-50 STS ROCK,D,7,1.0,0,44.0,43.0,127.0
47-50 STS ROCK,D,7,1.0,1,7.0,10.0,55.0
47-50 STS ROCK,D,8,0.0,0,43.0,49.0,176.0
47-50 STS ROCK,D,8,0.0,1,71.0,39.0,359.0
47-50 STS ROCK,D,8,1.0,0,26.0,26.0,97.0
47-50 STS ROCK,D,8,1.0,1,7.0,9.0,49.0
47-50 STS ROCK,D,9,0.0,0,25.0,36.0,167.0
47-50 STS ROCK,D,9,0.0,1,59.0,34.0,429.0
47-50 STS ROCK,D,9,1.0,0,10.0,14.0,65.0
47-50 STS ROCK,D,9,1.0,1,4.0,3.0,59.0
47-50 STS ROCK,D,10,0.0,0,35.0,31.0,190.0
47-50 STS ROCK,D,10,0.0,1,44.0,24.0,465.0
47-50 STS ROCK,D,10,1.0,0,6.0,7.0,78.0
47-50 STS ROCK,D,10,1.0,1,8.0,5.0,70.0
47-50 STS ROCK,D,11,0.0,0,32.0,29.0,242.0
47-50 STS ROCK,D,11,0.0,1,127.0,113.0,369.0
47-50 STS ROCK,D,11,1.0,0,5.0,7.0,82.0
47-50 STS ROCK,D,11,1.0,1,40.0,34.0,112.0
47-50 STS ROCK,D,12,0.0,0,34.0,25.0,196.0
47-50 STS ROCK,D,12,0.0,1,47.0,37.0,375.0
47-50 STS ROCK,D,12,1.0,0,9.0,5.0,103.0
47-50 STS ROCK,D,12,1.0,1,17.0,9.0,114.0
47-50 STS ROCK,D,13,0.0,0,47.0,38.0,247.0
47-50 STS ROCK,D,13,0.0,1,63.0,45.0,336.0
47-50 STS ROCK,D,13,1.0,0,8.0,7.0,108.0
47-50 STS ROCK,D,13,1.0,1,23.0,12.0,106.0
47-50 STS ROCK,D,14,0.0,0,52.0,46.0,220.0
47-50 STS ROCK,D,14,0.0,1,88.0,69.0,251.0
47-50 STS ROCK,D,14,1.0,0,9.0,5.0,97.0
47-50 STS ROCK,D,14,1.0,1,41.0,42.0,118.0
47-50 STS ROCK,D,15,0.0,0,53.0,38.0,213.0
47-50 STS ROCK,D,15,0.0,1,81.0,48.0,223.0
47-50 STS ROCK,D,15,1.0,0,11.0,7.0,95.0
47-50 STS ROCK,D,15,1.0,1,32.0,17.0,111.0
47-50 STS ROCK,D,16,0.0,0,45.0,25.0,204.0
47-50 STS ROCK,D,16,0.0,1,86.0,45.0,200.0
47-50 STS ROCK,D,16,1.0,0,13.0,8.0,102.0
47-50 STS ROCK,D,16,1.0,1,29.0,12.0,66.0
47-50 STS ROCK,D,17,0.0,0,57.0,25.0,232.0
47-50 STS ROCK,D,17,0.0,1,79.0,35.0,145.0
47-50 STS ROCK,D,17,1.0,0,13.0,7.0,92.0
47-50 STS ROCK,D,17,1.0,1,33.0,13.0,72.0
47-50 STS ROCK,D,18,0.0,0,46.0,23.0,204.0
47-50 STS ROCK,D,18,0.0,1,81.0,36.0,110.0
47-50 STS ROCK,D,18,1.0,0,18.0,13.0,106.0
47-50 STS ROCK,D,18,1.0,1,45.0,19.0,99.0
47-50 STS ROCK,D,19,0.0,0,43.0,15.0,215.0
47-50 STS ROCK,D,19,0.0,1,78.0,32.0,116.0
47-50 STS ROCK,D,19,1.0,0,12.0,8.0,88.0
47-50 STS ROCK,D,19,1.0,1,28.0,12.0,86.0
47-50 STS ROCK,D,20,0.0,0,28.0,11.0,203.0
47-50 STS ROCK,D,20,0.0,1,52.0,23.0,90.0
47-50 STS ROCK,D,20,1.0,0,12.0,8.0,94.0
47-50 STS ROCK,D,20,1.0,1,23.0,11.0,78.0
47-50 STS ROCK,D,21,0.0,0,15.0,8.0,211.0
47-50 STS ROCK,D,21,0.0,1,35.0,21.0,103.0
47-50 STS ROCK,D,21,1.0,0,9.0,6.0,87.0
47-50 STS ROCK,D,21,1.0,1,11.0,7.0,62.0
47-50 STS ROCK,D,22,0.0,0,8.0,7.0,198.0
47-50 STS ROCK,D,22,0.0,1,15.0,9.0,100.0
47-50 STS ROCK,D,22,1.0,0,8.0,5.0,117.0
47-50 STS ROCK,D,22,1.0,1,5.0,6.0,74.0
47-50 STS ROCK,D,23,0.0,0,11.0,7.0,155.0
47-50 STS ROCK,D,23,0.0,1,5.0,6.0,95.0
47-50 STS ROCK,D,23,1.0,0,8.0,6.0,78.0
47-50 STS ROCK,D,23,1.0,1,5.0,5.0,62.0
47-50 STS ROCK,F,0,0.0,0,15.0,5.0,93.0
47-50 STS ROCK,F,0,0.0,1,11.0,6.0,121.0
47-50 STS ROCK,F,0,1.0,0,3.0,2.0,71.0
47-50 STS ROCK,F,0,1.0,1,3.0,2.0,57.0
47-50 STS ROCK,F,1,0.0,0,12.0,4.0,119.0
47-50 STS ROCK,F,1,0.0,1,5.0,5.0,123.0
47-50 STS ROCK,F,1,1.0,0,0.0,0.0,90.0
47-50 STS ROCK,F,1,1.0,1,21.0,13.0,95.0
47-50 STS ROCK,F,2,0.0,0,10.0,4.0,146.0
47-50 STS ROCK,F,2,0.0,1,8.0,5.0,154.0
47-50 STS ROCK,F,2,1.0,0,6.0,3.0,126.0
47-50 STS ROCK,F,2,1.0,1,38.0,23.0,134.0
47-50 STS ROCK,F,3,0.0,0,7.0,3.0,173.0
47-50 STS ROCK,F,3,0.0,1,12.0,6.0,186.0
47-50 STS ROCK,F,3,1.0,0,12.0,5.0,162.0
47-50 STS ROCK,F,3,1.0,1,55.0,34.0,172.0
47-50 STS ROCK,F,4,0.0,0,5.0,3.0,199.0
47-50 STS ROCK,F,4,0.0,1,15.0,6.0,217.0
47-50 STS ROCK,F,4,1.0,0,17.0,8.0,198.0
47-50 STS ROCK,F,4,1.0,1,73.0,44.0,210.0
47-50 STS ROCK,F,5,0.0,0,2.0,2.0,226.0
47-50 STS ROCK,F,5,0.0,1,18.0,7.0,248.0
47-50 STS ROCK,F,5,1.0,0,23.0,10.0,234.0
47-50 STS ROCK,F,5,1.0,1,90.0,55.0,248.0
47-50 STS ROCK,F,6,0.0,0,0.0,1.0,10.0
47-50 STS ROCK,F,6,0.0,1,13.0,9.0,200.0
47-50 STS ROCK,F,6,1.0,0,35.0,20.0,160.0
47-50 STS ROCK,F,6,1.0,1,51.0,27.0,139.0
47-50 STS ROCK,F,7,0.0,0,1.0,0.0,10.0
47-50 STS ROCK,F,7,0.0,1,12.0,8.0,206.0
47-50 STS ROCK,F,7,1.0,0,29.0,25.0,139.0
47-50 STS ROCK,F,7,1.0,1,30.0,15.0,122.0
47-50 STS ROCK,F,8,0.0,0,2.0,0.0,11.0
47-50 STS ROCK,F,8,0.0,1,10.0,7.0,201.0
47-50 STS ROCK,F,8,1.0,0,27.0,25.0,158.0
47-50 STS ROCK,F,8,1.0,1,36.0,16.0,167.0
47-50 STS ROCK,F,9,0.0,0,2.0,1.0,16.0
47-50 STS ROCK,F,9,0.0,1,6.0,3.0,209.0
47-50 STS ROCK,F,9,1.0,0,31.0,22.0,193.0
47-50 STS ROCK,F,9,1.0,1,31.0,18.0,197.0
47-50 STS ROCK,F,10,0.0,0,3.0,1.0,27.0
47-50 STS ROCK,F,10,0.0,1,4.0,2.0,194.0
47-50 STS ROCK,F,10,1.0,0,29.0,16.0,185.0
47-50 STS ROCK,F,10,1.0,1,20.0,9.0,179.0
47-50 STS ROCK,F,11,0.0,0,4.0,4.0,44.0
47-50 STS ROCK,F,11,0.0,1,66.0,48.0,205.0
47-50 STS ROCK,F,11,1.0,0,25.0,14.0,182.0
47-50 STS ROCK,F,11,1.0,1,61.0,45.0,163.0
47-50 STS ROCK,F,12,0.0,0,4.0,4.0,45.0
47-50 STS ROCK,F,12,0.0,1,21.0,15.0,194.0
47-50 STS ROCK,F,12,1.0,0,19.0,20.0,174.0
47-50 STS ROCK,F,12,1.0,1,45.0,23.0,177.0
47-50 STS ROCK,F,13,0.0,0,5.0,4.0,60.0
47-50 STS ROCK,F,13,0.0,1,26.0,13.0,204.0
47-50 STS ROCK,F,13,1.0,0,24.0,20.0,184.0
47-50 STS ROCK,F,13,1.0,1,50.0,23.0,164.0
47-50 STS ROCK,F,14,0.0,0,8.0,4.0,65.0
47-50 STS ROCK,F,14,0.0,1,87.0,87.0,173.0
47-50 STS ROCK,F,14,1.0,0,26.0,16.0,164.0
47-50 STS ROCK,F,14,1.0,1,83.0,45.0,131.0
47-50 STS ROCK,F,15,0.0,0,11.0,6.0,90.0
47-50 STS ROCK,F,15,0.0,1,95.0,56.0,163.0
47-50 STS ROCK,F,15,1.0,0,21.0,17.0,161.0
47-50 STS ROCK,F,15,1.0,1,72.0,49.0,164.0
47-50 STS ROCK,F,16,0.0,0,12.0,6.0,132.0
47-50 STS ROCK,F,16,0.0,1,58.0,30.0,103.0
47-50 STS ROCK,F,16,1.0,0,19.0,18.0,161.0
47-50 STS ROCK,F,16,1.0,1,57.0,23.0,166.0
47-50 STS ROCK,F,17,0.0,0,19.0,8.0,142.0
47-50 STS ROCK,F,17,0.0,1,65.0,34.0,104.0
47-50 STS ROCK,F,17,1.0,0,23.0,20.0,181.0
47-50 STS ROCK,F,17,1.0,1,60.0,23.0,190.0
47-50 STS ROCK,F,18,0.0,0,22.0,10.0,175.0
47-50 STS ROCK,F,18,0.0,1,81.0,37.0,103.0
47-50 STS ROCK,F,18,1.0,0,27.0,16.0,158.0
47-50 STS ROCK,F,18,1.0,1,60.0,27.0,195.0
47-50 STS ROCK,F,19,0.0,0,17.0,9.0,177.0
47-50 STS ROCK,F,19,0.0,1,54.0,29.0,96.0
47-50 STS ROCK,F,19,1.0,0,25.0,17.0,157.0
47-50 STS ROCK,F,19,1.0,1,44.0,22.0,200.0
47-50 STS ROCK,F,20,0.0,0,15.0,9.0,129.0
47-50 STS ROCK,F,20,0.0,1,40.0,24.0,107.0
47-50 STS ROCK,F,20,1.0,0,20.0,12.0,131.0
47-50 STS ROCK,F,20,1.0,1,38.0,21.0,169.0
47-50 STS ROCK,F,21,0.0,0,13.0,8.0,125.0
47-50 STS ROCK,F,21,0.0,1,20.0,11.0,76.0
47-50 STS ROCK,F,21,1.0,0,15.0,7.0,124.0
47-50 STS ROCK,F,21,1.0,1,17.0,12.0,94.0
47-50 STS ROCK,F,22,0.0,0,19.0,12.0,149.0
47-50 STS ROCK,F,22,0.0,1,8.0,6.0,78.0
47-50 STS ROCK,F,22,1.0,0,8.0,4.0,118.0
47-50 STS ROCK,F,22,1.0,1,8.0,5.0,55.0
47-50 STS ROCK,F,23,0.0,0,20.0,12.0,142.0
47-50 STS ROCK,F,23,0.0,1,8.0,5.0,83.0
47-50 STS ROCK,F,23,1.0,0,6.0,3.0,107.0
47-50 STS ROCK,F,23,1.0,1,6.0,4.0,39.0
47-50 STS ROCK,M,0,0.0,1,613.0,358.0,422.0
47-50 STS ROCK,M,0,1.0,1,57.0,19.0,102.0
47-50 STS ROCK,M,1,0.0,1,613.0,358.0,422.0
47-50 STS ROCK,M,1,1.0,1,57.0,19.0,102.0
47-50 STS ROCK,M,2,0.0,1,613.0,358.0,422.0
47-50 STS ROCK,M,2,1.0,1,57.0,19.0,102.0
47-50 STS ROCK,M,3,0.0,1,613.0,358.0,422.0
47-50 STS ROCK,M,3,1.0,1,57.0,19.0,102.0
47-50 STS ROCK,M,4,0.0,1,613.0,358.0,422.0
47-50 STS ROCK,M,4,1.0,1,57.0,19.0,102.0
47-50 STS ROCK,M,5,0.0,1,613.0,358.0,422.0
47-50 STS ROCK,M,5,1.0,1,57.0,19.0,102.0
47-50 STS ROCK,M,6,0.0,1,148.0,90.0,525.0
47-50 STS ROCK,M,6,1.0,1,24.0,16.0,166.0
47-50 STS ROCK,M,7,0.0,1,139.0,87.0,601.0
47-50 STS ROCK,M,7,1.0,1,50.0,25.0,268.0
47-50 STS ROCK,M,8,0.0,1,104.0,60.0,500.0
47-50 STS ROCK,M,8,1.0,1,40.0,17.0,269.0
47-50 STS ROCK,M,9,0.0,1,52.0,31.0,427.0
47-50 STS ROCK,M,9,1.0,1,34.0,19.0,313.0
47-50 STS ROCK,M,10,0.0,1,44.0,35.0,566.0
47-50 STS ROCK,M,10,1.0,1,28.0,14.0,355.0
47-50 STS ROCK,M,11,0.0,1,85.0,50.0,414.0
47-50 STS ROCK,M,11,1.0,1,38.0,30.0,309.0
47-50 STS ROCK,M,12,0.0,1,51.0,26.0,421.0
47-50 STS ROCK,M,12,1.0,1,34.0,23.0,279.0
47-50 STS ROCK,M,13,0.0,1,52.0,31.0,341.0
47-50 STS ROCK,M,13,1.0,1,40.0,24.0,209.0
47-50 STS ROCK,M,14,0.0,1,120.0,89.0,282.0
47-50 STS ROCK,M,14,1.0,1,51.0,55.0,150.0
47-50 STS ROCK,M,15,0.0,1,84.0,71.0,279.0
47-50 STS ROCK,M,15,1.0,1,46.0,23.0,131.0
47-50 STS ROCK,M,16,0.0,1,78.0,42.0,159.0
47-50 STS ROCK,M,16,1.0,1,40.0,18.0,78.0
47-50 STS ROCK,M,17,0.0,1,86.0,40.0,120.0
47-50 STS ROCK,M,17,1.0,1,44.0,17.0,81.0
47-50 STS ROCK,M,18,0.0,1,89.0,40.0,88.0
47-50 STS ROCK,M,18,1.0,1,42.0,17.0,67.0
47-50 STS ROCK,M,19,0.0,1,65.0,30.0,67.0
47-50 STS ROCK,M,19,1.0,1,32.0,15.0,68.0
47-50 STS ROCK,M,20,0.0,1,52.0,25.0,74.0
47-50 STS ROCK,M,20,1.0,1,26.0,9.0,66.0
47-50 STS ROCK,M,21,0.0,1,37.0,17.0,82.0
47-50 STS ROCK,M,21,1.0,1,26.0,9.0,66.0
47-50 STS ROCK,M,22,0.0,1,37.0,17.0,82.0
47-50 STS ROCK,M,22,1.0,1,26.0,9.0,66.0
47-50 STS ROCK,M,23,0.0,1,37.0,17.0,82.0
47-50 STS ROCK,M,23,1.0,1,26.0,9.0,66.0
49 ST,N,0,0.0,0,17.0,13.0,148.0
49 ST,N,0,0.0,1,16.0,12.0,147.0
49 ST,N,0,1.0,0,7.0,5.0,85.0
49 ST,N,0,1.0,1,5.0,4.0,53.0
49 ST,N,1,0.0,0,17.0,15.0,213.0
49 ST,N,1,0.0,1,12.0,12.0,172.0
49 ST,N,1,1.0,0,6.0,4.0,100.0
49 ST,N,1,1.0,1,15.0,10.0,75.0
49 ST,N,2,0.0,0,16.0,16.0,253.0
49 ST,N,2,0.0,1,23.0,17.0,173.0
49 ST,N,2,1.0,0,5.0,3.0,116.0
49 ST,N,2,1.0,1,24.0,16.0,97.0
49 ST,N,3,0.0,0,14.0,17.0,293.0
49 ST,N,3,0.0,1,34.0,23.0,175.0
49 ST,N,3,1.0,0,5.0,3.0,131.0
49 ST,N,3,1.0,1,33.0,22.0,120.0
49 ST,N,4,0.0,0,12.0,17.0,333.0
49 ST,N,4,0.0,1,44.0,29.0,177.0
49 ST,N,4,1.0,0,4.0,2.0,146.0
49 ST,N,4,1.0,1,43.0,29.0,142.0
49 ST,N,5,0.0,0,11.0,18.0,373.0
49 ST,N,5,0.0,1,55.0,35.0,179.0
49 ST,N,5,1.0,0,4.0,1.0,161.0
49 ST,N,5,1.0,1,52.0,35.0,164.0
49 ST,N,6,0.0,0,11.0,9.0,67.0
49 ST,N,6,0.0,1,25.0,26.0,191.0
49 ST,N,6,1.0,0,4.0,2.0,13.0
49 ST,N,6,1.0,1,22.0,16.0,37.0
49 ST,N,7,0.0,0,10.0,6.0,51.0
49 ST,N,7,0.0,1,18.0,13.0,154.0
49 ST,N,7,1.0,0,5.0,3.0,33.0
49 ST,N,7,1.0,1,10.0,6.0,57.0
49 ST,N,8,0.0,0,8.0,2.0,67.0
49 ST,N,8,0.0,1,13.0,12.0,141.0
49 ST,N,8,1.0,0,3.0,3.0,54.0
49 ST,N,8,1.0,1,10.0,6.0,62.0
49 ST,N,9,0.0,0,6.0,4.0,111.0
49 ST,N,9,0.0,1,10.0,6.0,112.0
49 ST,N,9,1.0,0,5.0,4.0,93.0
49 ST,N,9,1.0,1,10.0,5.0,122.0
49 ST,N,10,0.0,0,11.0,6.0,148.0
49 ST,N,10,0.0,1,36.0,18.0,193.0
49 ST,N,10,1.0,0,7.0,6.0,123.0
49 ST,N,10,1.0,1,24.0,11.0,152.0
49 ST,N,11,0.0,0,9.0,4.0,152.0
49 ST,N,11,0.0,1,105.0,70.0,176.0
49 ST,N,11,1.0,0,11.0,5.0,119.0
49 ST,N,11,1.0,1,48.0,25.0,182.0
49 ST,N,12,0.0,0,14.0,6.0,178.0
49 ST,N,12,0.0,1,32.0,20.0,188.0
49 ST,N,12,1.0,0,13.0,6.0,115.0
49 ST,N,12,1.0,1,16.0,9.0,134.0
49 ST,N,13,0.0,0,16.0,8.0,192.0
49 ST,N,13,0.0,1,39.0,23.0,175.0
49 ST,N,13,1.0,0,17.0,9.0,129.0
49 ST,N,13,1.0,1,22.0,11.0,130.0
49 ST,N,14,0.0,0,27.0,11.0,242.0
49 ST,N,14,0.0,1,56.0,41.0,183.0
49 ST,N,14,1.0,0,18.0,13.0,126.0
49 ST,N,14,1.0,1,34.0,30.0,117.0
49 ST,N,15,0.0,0,25.0,13.0,233.0
49 ST,N,15,0.0,1,85.0,62.0,167.0
49 ST,N,15,1.0,0,22.0,13.0,137.0
49 ST,N,15,1.0,1,30.0,14.0,114.0
49 ST,N,16,0.0,0,31.0,17.0,264.0
49 ST,N,16,0.0,1,55.0,28.0,144.0
49 ST,N,16,1.0,0,20.0,12.0,151.0
49 ST,N,16,1.0,1,30.0,15.0,94.0
49 ST,N,17,0.0,0,29.0,17.0,269.0
49 ST,N,17,0.0,1,53.0,26.0,137.0
49 ST,N,17,1.0,0,22.0,14.0,161.0
49 ST,N,17,1.0,1,30.0,14.0,78.0
49 ST,N,18,0.0,0,30.0,20.0,284.0
49 ST,N,18,0.0,1,56.0,26.0,127.0
49 ST,N,18,1.0,0,21.0,15.0,165.0
49 ST,N,18,1.0,1,30.0,14.0,74.0
49 ST,N,19,0.0,0,34.0,18.0,260.0
49 ST,N,19,0.0,1,52.0,23.0,133.0
49 ST,N,19,1.0,0,20.0,11.0,156.0
49 ST,N,19,1.0,1,25.0,13.0,65.0
49 ST,N,20,0.0,0,27.0,18.0,288.0
49 ST,N,20,0.0,1,47.0,22.0,127.0
49 ST,N,20,1.0,0,22.0,11.0,142.0
49 ST,N,20,1.0,1,22.0,11.0,68.0
49 ST,N,21,0.0,0,23.0,14.0,246.0
49 ST,N,21,0.0,1,25.0,13.0,95.0
49 ST,N,21,1.0,0,17.0,11.0,138.0
49 ST,N,21,1.0,1,12.0,8.0,45.0
49 ST,N,22,0.0,0,23.0,16.0,246.0
49 ST,N,22,0.0,1,17.0,12.0,103.0
49 ST,N,22,1.0,0,15.0,10.0,124.0
